epoch,temp,humid
193,0.0070497,0.0166412
194,0.006043,0.0073959
195,0.0100715,0.0036979
196,0.0120859,0.0055469
197,0.0040285,0.0092449
198,0.0080574,0.0036979
199,0.0120861,0.0055469
200,0.0161146,0.0129428
201,0.0100715,0.0036979
202,0.0141004,0.0036979
203,0.0080574,0.0055469
204,0.0060428,0.0073959
205,0.0161148,0.0073959
206,0.0100715,0.0036979
207,0.0060428,0.0036979
208,0.0080574,0.0036979
209,0.0090644,0.0036979
210,0.0090644,0.0036979
211,0.0060428,0.0036979
212,0.0090644,0.0036979
213,0.0070499,0.0036979
214,0.0080574,0.0036979
215,0.0020141,0.0036979
216,0.0100717,0.0036979
217,0.0040287,0.0036979
218,0.0120859,0.0036979
219,0.0040287,0.0036979
220,0.0040287,0.0036979
221,0.0080574,0.0036979
222,0.0080574,0.0036979
223,0.0080574,0.0036979
224,0.0040287,0.0036979
225,0.0080574,0.0036979
226,0.0040287,0.0036979
227,0.0120861,0.0036979
228,0.0120861,0.0036979
229,0.0100717,0.0061634
230,0.006043,0.0135597
231,0.0120861,0.0086288
232,0.0100717,0.0049308
233,0.0020143,0.0049308
234,0.0,0.0086288
235,0.0080572,0.0061634
236,0.0060424,0.0055469
237,0.0060424,0.0055469
238,0.0080572,0.0055469
239,0.0080572,0.0092449
240,0.0080572,0.0073959
241,0.0100715,0.0036979
242,0.0141002,0.0061634
243,0.0100717,0.0086288
244,0.0100717,0.0049308
245,0.006043,0.0061634
246,0.0040287,0.0036979
247,0.0120859,0.0061634
248,0.0080574,0.0135597
249,0.006043,0.0086288
250,0.0120859,0.0049308
251,0.0120861,0.0049308
252,0.0100717,0.0049308
253,0.0100717,0.0049308
254,0.0080574,0.0049308
255,0.0080574,0.0049308
256,0.0040287,0.0086288
257,0.0080574,0.0049308
258,0.0080574,0.0049308
259,0.0120861,0.0049308
260,0.0120861,0.0049308
261,0.0080574,0.0049308
262,0.006043,0.0049308
263,0.0100717,0.0049308
264,0.0120861,0.0049308
265,0.0080574,0.0049308
266,0.0080574,0.0049308
267,0.0,0.0049308
268,0.0040287,0.0049308
269,0.0040287,0.0049308
270,0.0080574,0.0049308
271,0.0040287,0.0049308
272,0.0060428,0.0049308
273,0.0090641,0.0049308
274,0.0050354,0.0049308
275,0.008057,0.0067798
276,0.0090641,0.0086288
277,0.008057,0.0036979
278,0.0050354,0.0086288
279,0.0040283,0.0036979
280,0.0070499,0.0036979
281,0.0050357,0.0036979
282,0.0030212,0.0036979
283,0.0060428,0.0036979
284,0.008057,0.0036979
285,0.0020141,0.0036979
286,0.0050354,0.0098609
287,0.0030212,0.0036979
288,0.0050354,0.0036979
289,0.0090641,0.0073959
290,0.0040283,0.0086288
291,0.0050357,0.0067798
292,0.0090641,0.0049308
293,0.0060424,0.0049308
294,0.0050357,0.0049308
295,0.0030212,0.0086288
296,0.0070499,0.0067798
297,0.0030212,0.0036979
298,0.0070495,0.0067798
299,0.0040283,0.0049308
300,0.0070499,0.0049308
301,0.0060424,0.0049308
302,0.0040283,0.0049308
303,0.0040283,0.0049308
304,0.0050354,0.0067798
305,0.0060428,0.0036979
306,0.0040283,0.0036979
307,0.0030212,0.0036979
308,0.008057,0.0036979
309,0.008057,0.0055469
310,0.0040283,0.0036979
311,0.0060424,0.0055469
312,0.0090641,0.006779
313,0.0030212,0.0073959
314,0.008057,0.0073959
315,0.0080566,0.0036979
316,0.0070495,0.0036979
317,0.001007,0.0055469
318,0.0100711,0.0055469
319,0.0040283,0.0036979
320,0.0060424,0.0036979
321,0.0040283,0.0036979
322,0.0030212,0.0067794
323,0.0030212,0.0098621
324,0.0040283,0.0030818
325,0.0040283,0.0049301
326,0.0060424,0.0036979
327,0.0050354,0.0036979
328,0.0050354,0.0036979
329,0.0050354,0.0055469
330,0.0050354,0.0036979
331,0.0060424,0.0036979
332,0.0020141,0.0086288
333,0.0040283,0.0049301
334,0.0060424,0.0049301
335,0.0080566,0.006163
336,0.0040283,0.0030818
337,0.0050354,0.004314
338,0.0060424,0.0061622
339,0.001007,0.0061622
340,0.0040283,0.0055461
341,0.0030212,0.004314
342,0.0020141,0.0073955
343,0.0030212,0.0098613
344,0.0110782,0.0061634
345,0.0050354,0.0117111
346,0.0040283,0.0073959
347,0.0030212,0.0073959
348,0.0020141,0.0086273
349,0.0040283,0.0055461
350,0.0070495,0.0073955
351,0.0050354,0.0086277
352,0.008057,0.0061622
353,0.0020141,0.0049301
354,0.0050354,0.0055461
355,0.0050354,0.0067794
356,0.0070495,0.0092445
357,0.0040283,0.0073959
358,0.0040283,0.0086288
359,0.0040283,0.012326
360,0.0060428,0.0080123
361,0.0030212,0.0080131
362,0.0060424,0.0086288
363,0.0040283,0.0092445
364,0.008057,0.0086288
365,0.0100715,0.0061634
366,0.0020141,0.0036979
367,0.0040283,0.004314
368,0.0060428,0.004314
369,0.008057,0.0024658
370,0.008057,0.0073959
371,0.0020141,0.006779
372,0.0100715,0.0061637
373,0.0020141,0.0086296
374,0.0060424,0.0049308
375,0.0060428,0.0080112
376,0.0070499,0.0055461
377,0.0040283,0.004314
378,0.0050354,0.0036979
379,0.0060424,0.0055469
380,0.0020141,0.0086288
381,0.0070495,0.0080131
382,0.0020141,0.0043151
383,0.0090641,0.0067802
384,0.0040283,0.0043144
385,0.008057,0.008012
386,0.0060424,0.0080127
387,0.0040283,0.0092449
388,0.0100711,0.0073959
389,0.0020141,0.0067798
390,0.0060424,0.0049308
391,0.0060428,0.0036987
392,0.0060428,0.0055469
393,0.0040283,0.0036979
394,0.0080572,0.0049301
395,0.0080572,0.0036979
396,0.0020141,0.0055469
397,0.0040287,0.0061637
398,0.0120859,0.0061637
399,0.0080572,0.0073959
400,0.0040287,0.0036979
401,0.0060428,0.0073959
402,0.0060428,0.0061637
403,0.0060428,0.0036979
404,0.0080572,0.0036979
405,0.0100715,0.0043148
406,0.0100713,0.0043148
407,0.0120857,0.0080123
408,0.0100715,0.0080123
409,0.0060428,0.0073966
410,0.006043,0.0030818
411,0.006043,0.0049301
412,0.006043,0.0036979
413,0.0080574,0.0036979
414,0.0080572,0.0098613
415,0.0120859,0.0104766
416,0.0120859,0.0073959
417,0.0080572,0.0061637
418,0.0080572,0.0073959
419,0.0120861,0.0073959
420,0.0100717,0.0073959
421,0.0040287,0.0073959
422,0.0120861,0.0073959
423,0.0120861,0.0073959
424,0.0141004,0.0036979
425,0.006043,0.0036979
426,0.0080574,0.0036979
427,0.006043,0.0036979
428,0.0080572,0.0073959
429,0.0130931,0.0055469
430,0.0110786,0.0036979
431,0.0080574,0.0036979
432,0.0100717,0.0092449
433,0.0080572,0.0073959
434,0.0060428,0.0055469
435,0.0,0.0036979
436,0.0070499,0.0055469
437,0.0070499,0.0036979
438,0.0060428,0.0036979
439,0.0040287,0.0055469
440,0.0141004,0.0055469
441,0.006043,0.0073959
442,0.0110786,0.0036979
443,0.0050357,0.0036979
444,0.0040287,0.0036979
445,0.0040287,0.0036979
446,0.0141002,0.0036979
447,0.0040283,0.0036979
448,0.0060428,0.0036979
449,0.0060428,0.0036979
450,0.0040287,0.0036979
451,0.0050354,0.0036979
452,0.008057,0.0036979
453,0.0070495,0.0086288
454,0.0030212,0.0036979
455,0.0080566,0.0036979
456,0.0020141,0.0073959
457,0.0100711,0.0036979
458,0.008057,0.0086288
459,0.008057,0.0061634
460,0.0050354,0.0110942
461,0.0070495,0.0061634
462,0.008057,0.0061634
463,0.0040283,0.0036979
464,0.0030212,0.0036979
465,0.0050357,0.0086288
466,0.0040283,0.0110942
467,0.0110782,0.0086288
468,0.0070499,0.0086288
469,0.0110782,0.0086288
470,0.0050354,0.0049308
471,0.0060424,0.0049308
472,0.0050354,0.0086288
473,0.0030212,0.0086288
474,0.0070495,0.0135597
475,0.0040283,0.0086288
476,0.0040283,0.0061634
477,0.0040283,0.0036979
478,0.0060424,0.0036979
479,0.0050354,0.0036979
480,0.0050354,0.0061634
481,0.0070495,0.0110942
482,0.0060428,0.0086288
483,0.0050357,0.0036979
484,0.0040287,0.0036979
485,0.0040287,0.0036979
486,0.0040287,0.0036979
487,0.0120861,0.0055469
488,0.0040287,0.0036979
489,0.008057,0.0036979
490,0.0090644,0.0036979
491,0.0050357,0.0036979
492,0.0020141,0.0036979
493,0.0080574,0.0055477
494,0.0100715,0.0055477
495,0.0040287,0.0092456
496,0.0080574,0.0036987
497,0.0040287,0.0036987
498,0.0040287,0.0036987
499,0.0060428,0.0036987
500,0.0050357,0.0055477
501,0.0050354,0.0073966
502,0.0140998,0.0055469
503,0.0040283,0.0073959
504,0.0100715,0.0061634
505,0.0100711,0.0086288
506,0.0030212,0.0086288
507,0.008057,0.0061634
508,0.0030212,0.0036979
509,0.0050357,0.0061634
510,0.0050354,0.0049308
511,0.0040283,0.0049308
512,0.0070499,0.0049308
513,0.0070499,0.0049308
514,0.0070495,0.0049308
515,0.0040283,0.0067798
516,0.0040283,0.0067798
517,0.0040283,0.0049308
518,0.0040287,0.0086288
519,0.0080572,0.0049308
520,0.0040285,0.0067798
521,0.0020141,0.0067798
522,0.0020141,0.0049308
523,0.0,0.0049308
524,0.0060428,0.0049308
525,0.0100713,0.0049308
526,0.0100717,0.0049308
527,0.0,0.0049308
528,0.0080574,0.0049308
529,0.001007,0.0049308
530,0.001007,0.0049308
531,0.0080572,0.0049308
532,0.0080572,0.0049308
533,0.0060428,0.0049308
534,0.0040287,0.0049308
535,0.006043,0.0049308
536,0.0080574,0.0049308
537,0.006043,0.0049308
538,0.0161148,0.0049308
539,0.0080574,0.0049308
540,0.0120861,0.0049308
541,0.0080574,0.0086288
542,0.0040287,0.0049308
543,0.0120859,0.0049308
544,0.0120859,0.0049308
545,0.006043,0.0049308
546,0.0100717,0.0049308
547,0.0100717,0.0086288
548,0.0100717,0.0086288
549,0.0080572,0.0086288
550,0.0040287,0.0049308
551,0.0100717,0.0024654
552,0.0040287,0.0036979
553,0.006043,0.0092449
554,0.0020143,0.0055469
555,0.0040285,0.0073959
556,0.0100715,0.0061634
557,0.0080574,0.0067798
558,0.0120861,0.0123268
559,0.0040287,0.0067798
560,0.0120859,0.0098617
561,0.006043,0.0061634
562,0.0120859,0.0036979
563,0.0020143,0.0036979
564,0.006043,0.0036979
565,0.006043,0.0036979
566,0.0080574,0.0061634
567,0.0100715,0.0049308
568,0.0040287,0.0067798
569,0.0161148,0.0086288
570,0.008057,0.0036979
571,0.0050357,0.0036979
572,0.0130931,0.0036979
573,0.0100717,0.0036979
574,0.0100717,0.0036979
575,0.0060428,0.0086288
576,0.0040287,0.0086288
577,0.0110786,0.0086288
578,0.0070499,0.0036979
579,0.0040287,0.0104778
580,0.0080574,0.0049308
581,0.0070499,0.0049308
582,0.0070499,0.0049308
583,0.0120861,0.0049308
584,0.0060428,0.0067798
585,0.0120857,0.0086288
586,0.0060428,0.0036979
587,0.0080574,0.0067798
588,0.0120857,0.0049308
589,0.0060428,0.0049308
590,0.0070499,0.0104778
591,0.0110786,0.0067798
592,0.008057,0.0049308
593,0.008057,0.0086288
594,0.0030212,0.0061634
595,0.0060424,0.0036979
596,0.0020141,0.0036979
597,0.0060424,0.0036979
598,0.0040283,0.0061634
599,0.0090641,0.0086288
600,0.0070499,0.0135597
601,0.008057,0.0160251
602,0.0050354,0.0036979
603,0.008057,0.0036979
604,0.0120861,0.0036979
605,0.0080574,0.0036979
606,0.0040287,0.0036979
607,0.0,0.0073959
608,0.0060428,0.0036979
609,0.0040287,0.0061634
610,0.0020141,0.0098617
611,0.008057,0.0049308
612,0.0040287,0.0049308
613,0.0060428,0.0049308
614,0.0060428,0.0049308
615,0.0040287,0.0049308
616,0.0040283,0.0049308
617,0.001007,0.0049308
618,0.0040283,0.0049308
619,0.0060424,0.0049308
620,0.0070501,0.0049308
621,0.0070497,0.0104778
622,0.0080574,0.0086288
623,0.0040283,0.0086288
624,0.0020141,0.0086288
625,0.0040283,0.0086288
626,0.0040287,0.0036979
627,0.0060424,0.0036979
628,0.0020141,0.0036979
629,0.0040283,0.0036979
630,0.0040287,0.0036979
631,0.0040283,0.0036979
632,0.0020141,0.0036979
633,0.0040283,0.0036979
634,0.0050354,0.0036979
635,0.0030212,0.0036979
636,0.0100711,0.0036979
637,0.0040283,0.0036979
638,0.0060424,0.0036979
639,0.0080566,0.0036979
640,0.0050355,0.0036979
641,0.0070497,0.0036979
642,0.0020141,0.0036979
643,0.0020141,0.0036979
644,0.0020141,0.0036979
645,0.0060424,0.0086288
646,0.0060424,0.0086288
647,0.0070499,0.0036979
648,0.0040287,0.0036979
649,0.0030212,0.0036979
650,0.0020141,0.0067798
651,0.0040287,0.0104778
652,0.0060424,0.0036979
