epoch,temp,humid
25,0.0060428,0.0135593
26,0.0060432,0.004314
27,0.0060428,0.006163
28,0.0040283,0.008628
29,0.0100711,0.008628
30,0.0,0.0067798
31,0.0140995,0.0073959
32,0.0120853,0.0036979
33,0.0080566,0.0110939
34,0.0100711,0.0036979
35,0.0060424,0.0086288
36,0.0080566,0.0135589
37,0.0080574,0.0067798
38,0.0060428,0.0154079
39,0.0040287,0.008012
40,0.0060432,0.008628
41,0.0100711,0.008012
42,0.0040287,0.0073959
43,0.0100715,0.0110939
44,0.0140995,0.008012
45,0.004029,0.0036979
46,0.0050363,0.0098606
47,0.0070501,0.0147914
48,0.0060428,0.0135589
49,0.0100711,0.012326
50,0.008057,0.006163
51,0.0120857,0.0117099
52,0.0100711,0.0123268
53,0.008057,0.0092449
54,0.0060428,0.0117099
55,0.0060428,0.0092445
56,0.0100711,0.008628
57,0.0040287,0.008628
58,0.0040287,0.0098606
59,0.0060436,0.0110939
60,0.008057,0.0055469
61,0.008057,0.008012
62,0.0120857,0.0098609
63,0.0020145,0.0073959
64,0.008057,0.008628
65,0.0060428,0.0110931
66,0.0040287,0.0036979
67,0.0080574,0.0073955
68,0.0020145,0.0098606
69,0.0060428,0.006163
70,0.0020145,0.012326
71,0.0090646,0.0110935
72,0.0010072,0.0073955
73,0.0060428,0.0098609
74,0.004029,0.0086284
75,0.0100708,0.0110935
76,0.0140995,0.0073955
77,0.0100711,0.016024
78,0.0080566,0.0086284
79,0.008057,0.0049304
80,0.004029,0.0073955
81,0.004029,0.0049304
82,0.008057,0.0098609
83,0.0080577,0.0073959
84,0.004029,0.0049304
85,0.0050363,0.0110935
86,0.0030218,0.0073959
87,0.0020145,0.0049304
88,0.004029,0.0024654
89,0.004029,0.0110935
90,0.0050363,0.006163
91,0.0070505,0.0092445
92,0.0080574,0.0098606
93,0.004029,0.0049304
94,0.004029,0.008628
95,0.004029,0.0036979
96,0.0060436,0.0049304
97,0.0020145,0.006163
98,0.0030218,0.0073955
99,0.0040287,0.006163
100,0.0110788,0.006163
101,0.0050359,0.0036979
102,0.0080577,0.006163
103,0.009065,0.0110939
104,0.0070505,0.0073959
105,0.0050359,0.006163
106,0.004029,0.006163
107,0.0040287,0.006163
108,0.0050363,0.0049304
109,0.0060432,0.0024654
110,0.0050359,0.0073955
111,0.0080574,0.0024654
112,0.009065,0.0036979
113,0.0030218,0.0098609
114,0.0080581,0.0049304
115,0.004029,0.0024654
116,0.0080574,0.0073955
117,0.004029,0.006163
118,0.0070508,0.0073955
119,0.0050355,0.0073955
120,0.004029,0.0049304
121,0.0020145,0.008628
122,0.0020145,0.0098609
123,0.0060432,0.0073959
124,0.0060436,0.0098609
125,0.0060436,0.012326
126,0.004029,0.0073959
127,0.0050363,0.0036979
128,0.0040287,0.0036979
129,0.0040287,0.0036979
130,0.0050359,0.0036979
131,0.0060432,0.0049304
132,0.0080574,0.0024654
133,0.0080577,0.006163
134,0.0110792,0.0036979
135,0.0070501,0.0036979
136,0.0080572,0.0110939
137,0.0030216,0.0110939
138,0.0040283,0.0073959
139,0.0050355,0.0073959
140,0.0050355,0.0073959
141,0.0040287,0.0092449
142,0.0040283,0.0036979
143,0.0040287,0.0098609
144,0.0080574,0.0073959
145,0.0060432,0.006163
146,0.0020145,0.0036979
147,0.0040283,0.0036979
148,0.0110788,0.0067798
149,0.0060428,0.0024654
150,0.0060424,0.0018489
151,0.0070499,0.0073959
152,0.0060428,0.0086288
153,0.0030212,0.0086288
154,0.0060428,0.0036979
155,0.0060428,0.0055469
156,0.0100715,0.0036979
157,0.0100717,0.0036979
158,0.0080574,0.0036979
159,0.0040287,0.0036979
160,0.0141002,0.0036979
161,0.0080574,0.0036979
162,0.0040287,0.0036979
163,0.0141004,0.0086288
164,0.006043,0.0036979
165,0.0100717,0.0061634
166,0.0060426,0.0086288
167,0.0080574,0.0135597
168,0.0040287,0.0049308
169,0.0100715,0.0049308
170,0.0120861,0.0049308
171,0.0060428,0.0049308
172,0.0040287,0.0049308
173,0.0080574,0.0110942
174,0.0120857,0.0061634
175,0.0080574,0.0086288
176,0.0100715,0.0086288
177,0.0040285,0.0049308
178,0.0070501,0.0049308
179,0.0070499,0.0049308
180,0.0020141,0.0049308
181,0.0080574,0.0086288
182,0.0080574,0.0049308
183,0.0090641,0.0049308
184,0.0070499,0.0135597
185,0.0110782,0.0086288
186,0.0060424,0.0049308
187,0.0070499,0.0049308
188,0.0080572,0.0049308
189,0.0100717,0.0049308
190,0.0040287,0.0049308
191,0.0120861,0.0049308
192,0.008057,0.0049308
193,0.0070499,0.0049308
194,0.0110782,0.0049308
195,0.008057,0.0049308
196,0.0060428,0.0049308
197,0.0100715,0.0049308
198,0.0060428,0.0049308
199,0.0100715,0.0049308
200,0.0080574,0.0049308
201,0.0060428,0.0049308
202,0.0100715,0.0049308
203,0.0060428,0.0049308
204,0.0100715,0.0049308
205,0.006043,0.0049308
206,0.0100717,0.0049308
207,0.0080574,0.0049308
208,0.0080574,0.0049308
209,0.0080574,0.0049308
210,0.0040287,0.0049308
211,0.0040287,0.0049308
212,0.0040287,0.0049308
213,0.0080574,0.0049308
214,0.0060428,0.0049308
215,0.0040287,0.0049308
216,0.0040287,0.0049308
217,0.0080572,0.0098617
218,0.0020143,0.0049308
219,0.0040287,0.0049308
220,0.0070499,0.0049308
221,0.0070499,0.0086288
222,0.0070499,0.0135597
223,0.0090644,0.0049308
224,0.0100715,0.0049308
225,0.0080574,0.0086288
226,0.0080574,0.0049308
227,0.0060428,0.0049308
228,0.0060428,0.0098617
229,0.0120861,0.0049308
230,0.0060428,0.0049308
231,0.0020141,0.0049308
232,0.0080574,0.0049308
233,0.0100715,0.0049308
