epoch,temp,humid
76,0.0070495,0.0098613
77,0.0120853,0.0055477
78,0.0100708,0.0135597
79,0.0060424,0.0092445
80,0.0070495,0.006163
81,0.0090641,0.0073959
82,0.0050354,0.0123264
83,0.0040283,0.0098613
84,0.0140998,0.0098606
85,0.0120853,0.0129428
86,0.0090641,0.0092453
87,0.0040283,0.016024
88,0.0100711,0.0098609
89,0.0100711,0.0098609
90,0.0040283,0.0135589
91,0.0060424,0.0067794
92,0.0090641,0.0043144
93,0.0100711,0.0043144
94,0.008057,0.0043144
95,0.008057,0.0073955
96,0.0120857,0.0073955
97,0.0120853,0.0073959
98,0.0070495,0.0098609
99,0.0120853,0.008628
100,0.0080566,0.012326
101,0.0140995,0.0073955
102,0.0050354,0.008628
103,0.0090641,0.0073955
104,0.0030214,0.0098617
105,0.0130924,0.0049308
106,0.0130928,0.0080123
107,0.0080568,0.007397
108,0.0100711,0.0086299
109,0.0040283,0.0117118
110,0.016114,0.0073955
111,0.0100711,0.006163
112,0.0040283,0.0049304
113,0.0080568,0.006163
114,0.0090639,0.0110935
115,0.0110782,0.0086284
116,0.0171211,0.0110931
117,0.0100711,0.008628
118,0.0070497,0.012326
119,0.0110784,0.0129432
120,0.0080566,0.0073966
121,0.0060424,0.0049308
122,0.0100711,0.0129425
123,0.0181282,0.006163
124,0.0100711,0.0067794
125,0.0060424,0.0049308
126,0.0100711,0.0049308
127,0.0030212,0.0067798
128,0.0110782,0.0067806
129,0.0090641,0.0055477
130,0.0211494,0.005548
131,0.0110782,0.0061622
132,0.0100715,0.0061622
133,0.0100717,0.006163
134,0.0040285,0.0049301
135,0.0191352,0.0067794
136,0.0030212,0.0055477
137,0.0100715,0.0036979
138,0.0100717,0.0036979
139,0.0140996,0.0036979
140,0.008057,0.0073959
141,0.0141002,0.0073966
142,0.0161144,0.0067798
143,0.0130931,0.0036987
144,0.0070499,0.0036987
145,0.0151069,0.0036987
146,0.0130931,0.0036987
147,0.0090641,0.0036987
148,0.0090637,0.0049308
149,0.0100713,0.0036987
150,0.0090642,0.0036987
151,0.008057,0.0061641
152,0.008057,0.006163
153,0.0120853,0.0098609
154,0.0191352,0.0098609
155,0.0040287,0.0098609
156,0.0100715,0.0098609
157,0.0151069,0.0129425
158,0.0130928,0.0067794
159,0.016114,0.0067794
160,0.0080572,0.0061641
161,0.0060426,0.0043144
162,0.0100713,0.0036987
163,0.0080574,0.0036987
164,0.0181285,0.0036987
165,0.0201427,0.0036987
166,0.0100715,0.0036987
167,0.0120859,0.0073966
168,0.0100715,0.005548
169,0.0161144,0.0061637
170,0.0141002,0.0036987
171,0.0120853,0.0061637
172,0.0120861,0.0061622
173,0.0100717,0.0067794
174,0.0161142,0.0067794
175,0.0120857,0.0030822
176,0.0140998,0.0061641
177,0.0141,0.006779
178,0.0080574,0.0055473
179,0.0130929,0.0036979
180,0.0181285,0.0036979
181,0.0110784,0.0036979
182,0.0060428,0.0073966
183,0.008057,0.0055473
184,0.0100711,0.0055473
185,0.02115,0.0036979
186,0.0191354,0.0092449
187,0.0120857,0.0036979
188,0.0040283,0.0055469
189,0.0040283,0.0073959
190,0.0221569,0.0073966
191,0.0120857,0.0036979
192,0.0080568,0.0036979
193,0.0120855,0.0036979
194,0.0090641,0.0055473
195,0.0070499,0.0036987
196,0.0110782,0.0036987
197,0.0090641,0.0073966
198,0.0060428,0.0073966
199,0.0120853,0.0110954
200,0.008057,0.0036987
201,0.0100713,0.0036987
202,0.0060426,0.0036987
203,0.0140998,0.0036987
204,0.0080566,0.0036987
205,0.0060428,0.0061637
206,0.0201429,0.0098602
207,0.0100713,0.0086288
208,0.0100713,0.0049301
209,0.0100713,0.0049301
210,0.0100711,0.002465
211,0.0140998,0.0036983
212,0.0100711,0.0036979
213,0.0060428,0.0036979
214,0.0120853,0.0036979
215,0.0100711,0.0055469
216,0.0100713,0.0073959
217,0.0231641,0.0036979
218,0.0120857,0.0073966
219,0.0130928,0.0092449
220,0.0070499,0.0055469
221,0.0120857,0.0073959
222,0.0141,0.0036979
223,0.0161142,0.0049308
224,0.0161144,0.0049308
225,0.0120857,0.0067798
226,0.0161144,0.0036979
227,0.0140998,0.0036979
228,0.0171215,0.0036979
229,0.0090642,0.0036979
230,0.0090642,0.0036979
231,0.0090641,0.0036979
232,0.0221569,0.0092449
233,0.02115,0.0049308
234,0.0100713,0.0049308
235,0.0030212,0.0049308
236,0.0060428,0.0098617
237,0.0151069,0.0073963
238,0.0070499,0.0073963
239,0.0141002,0.0067798
240,0.0201431,0.0036979
241,0.0070499,0.0073959
242,0.0030212,0.0018489
243,0.0100715,0.0049308
244,0.0171215,0.0049308
245,0.0151073,0.0073963
246,0.0120857,0.0073963
247,0.0040283,0.0098617
248,0.0100715,0.0067798
249,0.0140996,0.0055469
250,0.0130926,0.0055473
251,0.0060428,0.002465
252,0.0060426,0.0080131
253,0.0100717,0.0018489
254,0.0141002,0.0067798
255,0.0120857,0.0049308
256,0.0181283,0.0067798
257,0.0100715,0.0036979
258,0.0161146,0.0036979
259,0.0080572,0.0055469
260,0.0130928,0.0055469
261,0.0110782,0.0092453
262,0.0221569,0.0073963
263,0.0100711,0.0067798
264,0.0090641,0.0055469
265,0.0130926,0.0061637
266,0.0161142,0.0073963
267,0.0100715,0.0086299
268,0.0161142,0.0049308
269,0.0100715,0.0061637
270,0.0100717,0.0049308
271,0.0151067,0.0073963
272,0.0151069,0.0098617
273,0.0070495,0.0024654
274,0.0050354,0.0024654
275,0.0171211,0.0036979
276,0.0110786,0.0086288
277,0.0141002,0.0067798
278,0.0040285,0.0055469
279,0.0050357,0.0061634
280,0.0040285,0.0067798
281,0.0100715,0.0067798
282,0.0090641,0.0098609
283,0.0080577,0.0080127
284,0.0070501,0.0036987
